id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,clasificacion
billy-bets-by-virtuals,$billy,Billy Bets by Virtuals,https://coin-images.coingecko.com/coins/images/54536/large/BillyLogots.png?1740212491,0.00616445,6163493.0,1801.0,6163493.0,99617.0,0.00734526,0.00597964,-0.000975306758262482,-13.66022,-976257.0042629857,-13.67355,999998415.922194,999998415.922194,1000000000.0,0.01538583,-59.99772,2025-02-24T13:10:46.439Z,0.00231892,165.41122,2025-04-09T15:21:38.884Z,,2025-05-05T00:58:12.862Z,ai
lux-token,lux,Lux Token,https://coin-images.coingecko.com/coins/images/54134/large/rb_logo.png?1738394397,0.00594267,5912639.0,1825.0,5912639.0,534932.0,0.00620372,0.00556992,0.00029924,5.30249,297635.0,5.3007,994963433.672596,994963433.672596,1000000000.0,0.02961746,-79.93627,2025-02-03T21:45:34.711Z,0.00117546,405.5341,2025-03-11T00:44:35.053Z,,2025-05-05T00:58:12.834Z,ai
conwai,conwai,Conwai,https://coin-images.coingecko.com/coins/images/52236/large/tp.png?1732805691,0.00204518,5726515.0,1842.0,20451840.0,102259.0,0.00205196,0.00203965,-5.504581056825e-06,-0.26843,-207731.511337067,-3.50055,2800000000.0,10000000000.0,10000000000.0,0.00497817,-58.91693,2024-12-06T20:29:12.020Z,0.00162064,26.19645,2025-04-07T07:01:13.950Z,,2025-05-04T16:45:48.565Z,ai
talos,talos,Talos,https://coin-images.coingecko.com/coins/images/54018/large/200x200.png?1738001282,0.00570493,5704925.0,1845.0,5704925.0,10937.34,0.00626953,0.00570491,-0.000492214980904182,-7.94261,-501426.25982608926,-8.07924,1000000000.0,1000000000.0,1000000000.0,0.01706934,-65.95831,2025-03-02T23:26:40.845Z,0.00269071,115.95354,2025-02-03T02:19:50.373Z,,2025-05-05T00:58:12.893Z,ai
arc,arc,Arc,https://coin-images.coingecko.com/coins/images/24235/large/ARC_Token_Logo_200x200.png?1729562245,0.00581728,5641333.0,1850.0,5786753.0,27793.0,0.00605021,0.00569809,-0.000223548357987075,-3.70062,-206208.48923320603,-3.52641,970093392.315025,995100000.0,1000000000.0,0.147396,-96.06065,2024-03-06T23:15:12.808Z,0.00270261,114.84644,2023-08-05T13:58:01.969Z,,2025-05-05T00:58:10.084Z,ai
super-champs,champ,Super Champs,https://coin-images.coingecko.com/coins/images/51900/large/CHAMP_Token_256x256.png?1732131989,0.00634715,5619765.0,1852.0,6347149.0,408333.0,0.0064161,0.00632634,-4.764806729926e-06,-0.07501,-4217.210621277802,-0.07499,885400000.0,1000000000.0,1000000000.0,0.112798,-94.37358,2024-12-17T03:45:40.078Z,0.00511941,23.96933,2025-04-18T15:50:56.775Z,,2025-05-05T00:58:11.240Z,ai
artyfact,arty,Artyfact,https://coin-images.coingecko.com/coins/images/33879/large/arty.png?1703146847,0.260904,5609200.0,1855.0,6487637.0,1347176.0,0.261017,0.248425,0.00749068,2.95592,163100.0,2.9948,21492717.99118,24858616.9996,25000000.0,3.2,-91.84536,2023-12-27T04:25:28.633Z,0.238646,9.1986,2025-04-17T13:06:27.310Z,,2025-05-05T00:58:05.809Z,ai
token-metrics-ai,tmai,Token Metrics AI,https://coin-images.coingecko.com/coins/images/37707/large/Mascot_200x200.png?1733173189,0.00082752,5596271.0,1854.0,8274906.0,45593.0,0.00085684,0.00082259,-1.6591016232262e-05,-1.9655,-85150.58721435163,-1.49875,6762942298.0,10000000000.0,10000000000.0,0.01615918,-94.89437,2024-12-17T10:10:56.717Z,0.00060252,36.93012,2025-04-22T06:25:55.281Z,,2025-05-05T00:58:10.158Z,ai
kleva,kleva,KLEVA,https://coin-images.coingecko.com/coins/images/26546/large/Kleva_400x400.png?1696525619,0.079714,5493869.0,1872.0,5493869.0,6722.75,0.088263,0.079129,-0.006352318870915682,-7.38074,-445721.00649893284,-7.50424,68919558.48180267,68919558.48180267,95349364.0,0.504636,-84.18522,2024-01-18T05:43:13.080Z,0.01981194,302.82355,2025-01-22T21:02:25.269Z,,2025-05-05T00:58:05.727Z,ai
tagger,tag,TAGGER,https://coin-images.coingecko.com/coins/images/53206/large/IMG_3196.png?1735664645,4.584e-05,5288709.0,1908.0,18581439.0,74060.0,4.836e-05,4.538e-05,-2.020457744457e-06,-4.22182,-226656.96637958847,-4.10955,115380800000.0,405380800000.0,405380800000.0,0.00011808,-61.25064,2024-12-31T17:04:59.643Z,1.934e-05,136.54361,2025-03-12T13:57:01.345Z,,2025-05-05T00:58:14.073Z,ai
atlas-navi,navi,Atlas Navi,https://coin-images.coingecko.com/coins/images/28389/large/token_icon_-_logo_ATLAS_NAVI_200x200_transparent.png?1696527388,0.03269166,5268243.0,1910.0,9773703.0,42119.0,0.0340212,0.032481,-0.00086995861973143,-2.59212,-159551.27065401524,-2.93952,161706684.0,300000000.0,300000000.0,0.534155,-93.89267,2024-03-21T09:50:46.127Z,0.01423655,129.14707,2023-10-22T00:09:03.507Z,,2025-05-05T00:58:11.786Z,ai
aiveronica,aiv,AIVeronica by Virtuals,https://coin-images.coingecko.com/coins/images/54688/large/IMG_3752.jpg?1741073082,0.0051618,5161798.0,1924.0,5161798.0,23512.0,0.00541044,0.00500251,-0.000248639059487708,-4.59554,-248639.0594877079,-4.59554,1000000000.0,1000000000.0,1000000000.0,0.00610251,-15.53903,2025-05-02T15:15:54.394Z,0.00178503,188.74793,2025-03-11T01:25:54.668Z,,2025-05-05T00:58:13.597Z,ai
matrix-ai-network,man,Matrix AI Network,https://coin-images.coingecko.com/coins/images/2698/large/Matrix_logo.png?1696503482,0.01115611,5141098.0,1925.0,8487961.0,144571.0,0.01132314,0.00996488,0.00111199,11.07109,512856.0,11.08101,460828113.2579775,760827955.1944851,1000000000.0,2.08,-99.46325,2018-05-03T19:11:54.733Z,0.00349726,218.62676,2020-10-02T20:28:34.680Z,"{'times': -0.9690107981575787, 'currency': 'usd', 'percentage': -96.90107981575788}",2025-05-05T00:58:12.175Z,ai
eternalai,eai,EternalAI,https://coin-images.coingecko.com/coins/images/38140/large/H9TFKXlh_400x400.png?1716588247,0.02174448,4861397.0,1963.0,21744492.0,41510.0,0.021945,0.02106707,0.00059016,2.78979,96469.0,2.02456,223569102.0050826,1000000000.0,1000000000.0,0.289074,-92.45142,2024-12-28T08:55:37.304Z,0.00624231,249.56496,2024-08-05T13:30:46.853Z,,2025-05-05T00:57:56.125Z,ai
metaverse,metav,METAVERSE,https://coin-images.coingecko.com/coins/images/53165/large/lyHiC0X5_400x400.jpg?1735488437,0.00484517,4845173.0,1962.0,4845173.0,549552.0,0.00497347,0.00478448,-6.8753100265385e-05,-1.39915,-68737.87266581785,-1.39884,1000000000.0,1000000000.0,1000000000.0,0.071012,-93.14922,2025-01-02T07:21:30.797Z,0.00343067,41.80577,2025-04-07T06:55:45.409Z,,2025-05-05T00:56:50.184Z,ai
gameswift,gswift,GameSwift,https://coin-images.coingecko.com/coins/images/30949/large/GameSwift_Token.png?1696529788,0.01319077,4843660.0,1969.0,10169183.0,575762.0,0.01335797,0.01299335,8.763e-05,0.66877,39759.0,0.82763,367286666.3046189,771112191.113863,1396500000.0,0.809962,-98.36731,2024-03-04T10:01:32.006Z,0.01093084,20.98048,2025-03-11T00:31:56.063Z,,2025-05-05T00:57:45.738Z,ai
lumo-8b-instruct,lumo,Lumo-8B-Instruct,https://coin-images.coingecko.com/coins/images/53891/large/tp-logo.png?1737658292,0.00471395,4698040.0,1981.0,4713621.0,866206.0,0.00509575,0.00412085,0.00044373,10.39135,445338.0,10.47188,996678241.772393,999983729.393525,1000000000.0,0.054438,-91.33729,2025-01-24T13:21:20.702Z,0.00065259,622.62392,2025-03-31T12:20:30.859Z,,2025-05-05T00:57:33.496Z,ai
singularitydao,sdao,SingularityDAO,https://coin-images.coingecko.com/coins/images/15385/large/200x200_logo.png?1696515032,0.050537,4573617.0,1997.0,5053655.0,66702.0,0.054288,0.04994558,-0.002452556905261367,-4.62841,-213055.92575339973,-4.45102,90501179.2436193,100000000.0,100000000.0,6.62,-99.23721,2021-09-06T23:53:52.687Z,0.04968821,1.68703,2025-04-21T19:00:58.200Z,,2025-05-05T00:58:01.921Z,ai
gamegpt,duel,GameGPT,https://coin-images.coingecko.com/coins/images/34491/large/duel.jpeg?1705056819,0.00100723,4515942.0,2008.0,10027479.0,247108.0,0.00101472,0.00098465,5.15e-06,0.51345,4874.01,0.10805,4503566634.0,10000000000.0,10000000000.0,0.03294884,-96.9506,2024-04-04T21:36:10.006Z,0.00072417,38.7439,2025-03-13T05:42:16.035Z,,2025-05-05T00:58:19.593Z,ai
arbius,aius,Arbius,https://coin-images.coingecko.com/coins/images/35246/large/arbius-200x-logo.png?1707987961,16.67,4513261.0,2009.0,16666111.0,64087.0,17.47,14.97,0.56126,3.48354,169250.0,3.89617,270804.6756645479,1000000.0,1000000.0,1086.22,-98.4668,2024-02-19T02:54:38.495Z,13.26,25.62469,2025-03-17T14:14:26.708Z,,2025-05-05T00:57:43.593Z,ai
draiftking,dking,draiftking,https://coin-images.coingecko.com/coins/images/53423/large/Draiftking_1by1_copy.png?1736355133,0.213963,4493217.0,2013.0,4493217.0,47316.0,0.222199,0.183508,0.01578443,7.96476,331473.0,7.96476,21000000.0,21000000.0,21000000.0,1.36,-84.32508,2025-01-19T02:46:17.395Z,0.110837,92.98407,2025-02-18T23:51:34.932Z,,2025-05-05T00:56:41.454Z,ai
dolz-io,dolz,DOLZ.io,https://coin-images.coingecko.com/coins/images/33605/large/dolz_200.png?1702510960,0.00639918,4406258.0,2029.0,4406258.0,34028.0,0.00648855,0.0063961,-8.8530428996651e-05,-1.36459,-61020.61647856515,-1.36595,688565779.9059144,688565779.9059144,1000000000.0,0.02929812,-78.15818,2024-03-07T10:51:15.397Z,0.00619235,3.34106,2024-12-30T21:44:19.996Z,,2025-05-05T00:57:07.691Z,ai
max-2,max,MAX,https://coin-images.coingecko.com/coins/images/52378/large/btc.png?1733257730,0.00438647,4385095.0,2045.0,4385095.0,1207354.0,0.00512229,0.00427073,-0.000622268029125122,-12.42365,-622097.5831168061,-12.42408,999686429.606844,999686429.606844,1000000000.0,0.207775,-97.93919,2025-01-08T04:16:27.512Z,0.00215862,98.36116,2024-12-05T02:08:28.845Z,,2025-05-05T00:57:20.484Z,ai
yne,yne,yesnoerror,https://coin-images.coingecko.com/coins/images/52985/large/yesnoerror.jpg?1734919313,0.00436447,4364461.0,2037.0,4364461.0,2106137.0,0.00443743,0.00324617,0.00050639,13.12544,507013.0,13.14374,999998752.08,999998752.08,999998752.08,0.111382,-96.14593,2025-01-12T03:56:06.146Z,0.00324617,32.24032,2025-05-04T05:09:51.325Z,,2025-05-05T00:57:27.906Z,ai
heurist,heu,Heurist,https://coin-images.coingecko.com/coins/images/51361/large/200X200.png?1733764636,0.03279983,4303155.0,2044.0,32785150.0,201864.0,0.03453025,0.03234793,0.00023322,0.71612,31966.0,0.74841,131253187.0,1000000000.0,1000000000.0,0.461144,-92.8255,2024-12-28T20:06:24.301Z,0.01199616,175.79515,2025-04-10T16:29:59.540Z,,2025-05-05T00:57:51.938Z,ai
gud-tech,gud,Gud Tech,https://coin-images.coingecko.com/coins/images/53326/large/Logo.png?1736127749,0.00512687,4255302.0,2055.0,5126870.0,64296.0,0.00516306,0.00509737,-3.2244708034724e-05,-0.625,-26778.76622693427,-0.62537,830000000.0,1000000000.0,1000000000.0,0.02296943,-77.65359,2025-01-17T05:45:49.312Z,0.0049529,3.633,2025-04-18T20:55:34.383Z,,2025-05-05T00:57:05.665Z,ai
ait-protocol,ait,AIT Protocol,https://coin-images.coingecko.com/coins/images/33962/large/ait-logo-200x200.png?1703567800,0.01444746,4235564.0,2058.0,4299351.0,49417.0,0.01539992,0.01442142,-0.000547561184968627,-3.65162,-158367.95407844987,-3.60424,293189338.9801297,297604759.67804533,1000000000.0,1.2,-98.80001,2024-03-11T12:25:14.289Z,0.00803845,79.6498,2025-04-07T07:15:26.200Z,,2025-05-05T00:57:31.918Z,ai
alphakek-ai,aikek,AlphaKEK.AI,https://coin-images.coingecko.com/coins/images/35445/large/alphakek_-_Copy.png?1708620097,0.01780327,4223354.0,2061.0,4223354.0,5058.21,0.01885841,0.01750637,0.00022458,1.27756,56470.0,1.35522,237319317.29878262,237319317.29878262,256000000.0,0.059969,-70.3289,2025-01-14T10:05:17.748Z,0.00190911,832.02616,2024-08-15T04:44:39.921Z,,2025-05-05T00:56:39.036Z,ai
sallar-2,all,Sallar,https://coin-images.coingecko.com/coins/images/51633/large/Sallar_New_Logo_2025_200x200.png?1742180519,0.00155507,4043428.0,2115.0,4043428.0,137555.0,0.00163024,0.00150993,-6.5844434501777e-05,-4.06218,-165697.39852983598,-3.93662,2600036352.97055,2600036352.97055,2600038959.0,0.00501104,-69.61603,2025-01-04T06:39:08.621Z,0.00040445,276.45175,2025-04-07T07:01:29.273Z,,2025-05-05T00:58:05.562Z,ai
dasha,vvaifu,Dasha,https://coin-images.coingecko.com/coins/images/51306/large/ogvvaifu.png?1730615734,0.0040302,4003220.0,2105.0,4003220.0,542994.0,0.00423039,0.00387448,-0.000197522455777835,-4.67208,-202438.35527982144,-4.81348,993305280.483438,993305280.483438,999904308.86,0.20873,-98.0689,2024-11-19T03:30:53.061Z,0.00111216,262.43065,2024-11-03T06:39:14.167Z,,2025-05-05T00:57:15.868Z,ai
carbon-browser,csix,Carbon Browser,https://coin-images.coingecko.com/coins/images/28905/large/csix.png?1696527881,0.00660679,3954179.0,2116.0,6050877.0,1206058.0,0.00664499,0.00652246,5.79e-06,0.08776,-3212.8345591919497,-0.08119,598658395.44,916096074.7237691,1000000000.0,0.427301,-98.45521,2023-02-19T19:00:05.225Z,0.00565881,16.64852,2025-04-09T01:26:49.215Z,,2025-05-05T00:58:19.543Z,ai
venture-mind-ai,vntr,VentureMind AI,https://coin-images.coingecko.com/coins/images/52265/large/Venture_Coin_Logo.png?1734003899,0.007512,3752947.0,2158.0,3752947.0,88183.0,0.00837246,0.00714961,-0.000586173875824271,-7.23835,-294824.00953509053,-7.28361,499996930.796703,499996930.796703,500000000.0,0.04296034,-82.48427,2025-01-05T05:19:33.276Z,0.00167163,350.14782,2025-03-11T14:16:21.914Z,,2025-05-05T00:58:06.355Z,ai
sharpe-ai,sai,Sharpe AI,https://coin-images.coingecko.com/coins/images/39385/large/Group_48095583.png?1721962174,0.01290918,3713228.0,2170.0,12910484.0,231141.0,0.01323974,0.01290951,-0.000242831147498696,-1.84634,-69628.67805443844,-1.84064,287613366.8331741,1000000000.0,1000000000.0,0.113212,-88.59703,2025-01-17T18:01:25.429Z,0.00567039,127.66555,2025-04-11T17:15:10.762Z,,2025-05-05T00:57:26.336Z,ai
ispolink,isp,Ispolink,https://coin-images.coingecko.com/coins/images/15283/large/isolink.PNG?1696514934,0.00040992,3676602.0,2180.0,4053463.0,259463.0,0.00043439,0.00040774,-2.2600576278864e-05,-5.22537,-205825.45625613676,-5.30146,8973516989.982954,9893327194.42831,10000000000.0,0.01830029,-97.75855,2021-11-08T10:39:28.445Z,0.00027913,46.95442,2025-04-09T01:42:06.226Z,,2025-05-05T00:58:09.044Z,ai
fomo-3,fomo,FOMO,https://coin-images.coingecko.com/coins/images/52987/large/fomo.png?1734921088,3.668e-05,3668265.0,2181.0,3668265.0,146199.0,3.964e-05,3.547e-05,-2.852759397512e-06,-7.21568,-284461.2698615687,-7.19658,99999650752.97945,99999650752.97945,99999994771.0,0.00065576,-94.39681,2025-01-01T15:16:27.255Z,1.004e-05,266.0128,2025-03-23T20:00:05.584Z,,2025-05-05T00:58:06.519Z,ai
humanode,hmnd,Humanode,https://coin-images.coingecko.com/coins/images/29645/large/humanode.jpg?1696528581,0.03327151,3617483.0,2196.0,13309320.0,512478.0,0.03337768,0.03290888,0.0001212,0.36561,14899.64,0.41358,108720292.3460407,400000000.0,400000000.0,0.529442,-93.71756,2024-03-09T04:19:40.408Z,0.01585662,109.76643,2023-08-03T08:16:40.453Z,,2025-05-05T00:57:36.001Z,ai
degenerate-squid,sqdgn,Degenerate SQuiD,https://coin-images.coingecko.com/coins/images/54165/large/pepe_200_by_200.png?1738486688,0.00353262,3593136.0,2204.0,3593136.0,39979.0,0.0037708,0.00339621,-0.00012673816776404,-3.4634,-93704.15820756974,-2.54158,1000000000.0,1000000000.0,1000000000.0,0.00428563,-16.44629,2025-05-01T02:21:10.876Z,0.00036858,871.50377,2025-03-11T14:51:20.761Z,,2025-05-05T00:57:43.332Z,ai
listen-rs,listen,listen-rs,https://coin-images.coingecko.com/coins/images/54212/large/viLkHPwi_400x400.jpg?1738798159,0.00357328,3572928.0,2213.0,3572928.0,147175.0,0.00403015,0.00340527,-0.000256579895336328,-6.69945,-256907.53544253763,-6.70806,999992619.29,999992619.29,999992619.29,0.02784701,-87.18757,2025-02-13T03:16:22.110Z,0.00191354,86.45391,2025-03-10T19:10:31.007Z,,2025-05-05T00:57:33.294Z,ai
soul-graph,grph,Soul Graph,https://coin-images.coingecko.com/coins/images/53357/large/Logo_200x200.png?1737722576,0.00356809,3567825.0,2209.0,3567825.0,141033.0,0.0040813,0.0034938,-0.000156078353922648,-4.19096,-156066.63162842672,-4.19096,999924821.820171,999924821.820171,1000000000.0,0.064363,-94.4574,2025-01-15T19:41:16.918Z,0.00089303,299.46958,2025-04-07T05:09:37.630Z,,2025-05-05T00:57:50.963Z,ai
somnium-space-cubes,cube,Somnium Space CUBEs,https://coin-images.coingecko.com/coins/images/10687/large/CUBE_icon.png?1696510656,0.239835,3559716.0,2211.0,9606062.0,2339.28,0.245603,0.239383,-0.000302198367722661,-0.12584,-1746.0924218525179,-0.04903,14842905.20506071,40054278.79,100000000.0,28.12,-99.14608,2021-11-03T13:28:54.861Z,0.03639773,559.66985,2020-03-13T02:24:45.699Z,,2025-05-05T00:57:17.876Z,ai
neutaro,ntmpi,Neutaro,https://coin-images.coingecko.com/coins/images/36277/large/Neutaro_logo.jpg?1711371142,0.02559639,3472026.0,2237.0,10122425.0,270191.0,0.02786027,0.02338038,-0.000353004512626404,-1.36036,-86438.7452495005,-2.4291,137188658.0,399963020.0,400000000.0,0.082597,-68.05951,2024-03-27T02:06:50.879Z,0.0082638,219.24671,2024-06-12T00:20:44.646Z,,2025-05-05T00:58:15.532Z,ai
island-token,island,ISLAND Token,https://coin-images.coingecko.com/coins/images/52797/large/ISLAND_200x200.jpg?1734330930,0.02150396,3462601.0,2236.0,21503956.0,727967.0,0.02561726,0.02062372,0.00056275,2.68729,90922.0,2.69663,161021587.361148,999999966.612692,1000000000.0,0.218554,-90.16612,2024-12-27T07:16:10.519Z,0.01214884,76.90829,2025-04-07T13:00:14.536Z,,2025-05-05T00:57:05.759Z,ai
blendr-network,blendr,Blendr Network,https://coin-images.coingecko.com/coins/images/35765/large/Blendr_Network.png?1709752266,0.086312,3458929.0,2240.0,3624405.0,51747.0,0.089934,0.085931,-0.003203029809855748,-3.57821,-129565.07793002436,-3.61057,40082453.67006291,42000000.0,42000000.0,4.31,-97.99276,2024-03-31T04:00:41.959Z,0.070947,22.02853,2025-04-07T12:09:28.281Z,,2025-05-05T00:57:57.365Z,ai
suiai,suai,SuiAI,https://coin-images.coingecko.com/coins/images/52807/large/suag_logo.png?1734360654,0.00343024,3430245.0,2245.0,3430245.0,169986.0,0.00397751,0.00343323,-0.00040549250503567,-10.57144,-402529.3483522809,-10.5023,1000000000.0,1000000000.0,1000000000.0,0.065232,-94.72236,2025-01-05T21:11:57.887Z,0.00052522,555.47744,2024-12-24T15:59:22.853Z,,2025-05-05T00:58:05.164Z,ai
lush-ai,lush,LushAI,https://coin-images.coingecko.com/coins/images/35342/large/tokenIcon200x200.png?1708317375,0.00056696,3423030.0,2249.0,11141638.0,4433.56,0.00060543,0.00056371,-3.5529065682478e-05,-5.89706,-204634.5327114691,-5.64094,6040293728.802808,19660584820.0,20000000000.0,0.00512327,-88.93975,2024-03-06T20:35:35.600Z,0.0003098,82.90776,2024-09-14T06:01:27.961Z,,2025-05-05T00:56:21.409Z,ai
infinaeon,inf,Infinaeon,https://coin-images.coingecko.com/coins/images/55333/large/Infinaeon.jpg?1745478767,0.0127035,3414132.0,2253.0,5335982.0,48197.0,0.0134117,0.00967957,0.00132138,11.6093,355397.0,11.61908,268729449.9643345,420000000.0,420000000.0,0.01577099,-19.61522,2025-05-01T19:40:56.681Z,0.00925169,37.02879,2025-04-28T04:31:24.156Z,,2025-05-05T00:57:58.602Z,ai
lea-ai,lea,LEA AI,https://coin-images.coingecko.com/coins/images/52025/large/WEBLEABON2.png?1732355371,0.00334685,3346849.0,2272.0,3346849.0,125461.0,0.00365054,0.00308599,0.00022883,7.33906,228833.0,7.33906,1000000000.0,1000000000.0,1000000000.0,0.02507131,-86.65606,2025-01-26T05:01:07.472Z,0.00075209,344.83016,2024-12-30T05:02:26.274Z,,2025-05-05T00:57:27.327Z,ai
cryptogpt-token,lai,LayerAI,https://coin-images.coingecko.com/coins/images/29223/large/Favicon_200x200px.png?1696528181,0.00146233,3336562.0,2277.0,4210022.0,3189980.0,0.00158719,0.00145409,-6.2293190189342e-05,-4.0858,-174135.62768387375,-4.96014,2294606592.993412,2895298317.653897,3000000000.0,0.147463,-98.99697,2023-03-17T03:45:36.015Z,0.00120036,23.2209,2025-04-18T22:34:46.647Z,,2025-05-05T00:57:57.286Z,ai
jam,jam,JAM,https://coin-images.coingecko.com/coins/images/53706/large/2_%281%29_%281%29%281%29.png?1737086677,0.00082971,3319011.0,2278.0,3319011.0,194.23,0.00232562,0.00073832,-0.001482540311669357,-64.11677,-5896238.056913711,-63.98349,4000000000.0,4000000000.0,5000000000.0,0.0050456,-83.56132,2025-03-27T12:40:40.018Z,0.00057955,43.11659,2025-02-08T13:24:24.488Z,,2025-05-05T00:57:08.221Z,ai
osmi,osmi,OSMI,https://coin-images.coingecko.com/coins/images/51526/large/OSMI_Social_Icon_-_Twitter__Instagram_etc_-_Black.png?1732311681,0.01476094,3299149.0,2282.0,3847589.0,154758.0,0.0148811,0.01472038,3.777e-05,0.25657,9053.41,0.27517,223505402.6410086,260660213.7162027,1000000000.0,0.451797,-96.7395,2024-11-25T13:53:43.740Z,0.0034191,330.83979,2025-03-20T02:19:36.118Z,,2025-05-05T00:56:27.922Z,ai
xzk,xzk,Expand,https://coin-images.coingecko.com/coins/images/37942/large/XZK_logo_Black.png?1715968215,0.0080306,3246137.0,2295.0,8028983.0,160591.0,0.00873582,0.0080198,-0.000690753905572838,-7.92026,-133628.43211057317,-3.95378,404302402.5279639,1000000000.0,1000000000.0,0.187647,-95.72247,2024-06-18T10:31:06.362Z,0.00681764,17.7339,2025-04-07T13:42:28.100Z,,2025-05-05T00:57:11.291Z,ai
kip,kip,KIP,https://coin-images.coingecko.com/coins/images/52585/large/200x200-kip.png?1733764030,0.00164087,3218676.0,2304.0,16408735.0,165390.0,0.00177978,0.00157528,-0.000123671035025918,-7.00867,-304368.4195799562,-8.63936,1961562499.0,10000000000.0,10000000000.0,0.0447057,-96.3289,2024-12-11T14:50:52.341Z,0.00094604,73.47998,2025-04-05T13:00:32.874Z,,2025-05-05T00:57:39.197Z,ai
reploy,rai,Reploy,https://coin-images.coingecko.com/coins/images/53036/large/rai-icon.png?1735072446,0.31604,3160403.0,2327.0,3160403.0,831416.0,0.333803,0.307485,-0.01560447546639504,-4.70518,-151688.26144964295,-4.57983,10000000.0,10000000.0,10000000.0,13.63,-97.69514,2025-01-05T06:10:47.929Z,0.225191,39.51147,2025-04-18T11:30:32.925Z,,2025-05-05T00:57:39.529Z,ai
bacon-protocol,bac,Bacon Protocol,https://coin-images.coingecko.com/coins/images/53584/large/BAC_LOGO.jpg?1736761201,0.00313702,3137019.0,2332.0,3137019.0,24.38,0.00320364,0.0031129,-6.5027172808261e-05,-2.0308,-63479.277779316064,-1.98342,1000000000.0,1000000000.0,1000000000.0,0.04629163,-93.24547,2025-01-25T15:51:17.787Z,0.00302007,3.53324,2025-04-07T07:05:07.939Z,,2025-05-05T00:57:51.250Z,ai
dtravel,trvl,Dtravel,https://coin-images.coingecko.com/coins/images/20911/large/trvl.jpeg?1696520301,0.00755142,3087887.0,2337.0,7553293.0,138202.0,0.00765016,0.00752994,-8.0037363508227e-05,-1.04878,-30361.677337742876,-0.97368,408813337.6962187,1000000000.0,,1.56,-99.51578,2021-11-28T06:37:48.030Z,0.00512174,47.45332,2025-04-17T03:31:21.836Z,,2025-05-05T00:58:02.472Z,ai
ai-agent-layer,aifun,AI Agent Layer,https://coin-images.coingecko.com/coins/images/51634/large/logo_400x400.png?1731686436,0.00640266,3060230.0,2345.0,3181471.0,115280.0,0.00681723,0.00604287,-0.000230704300824621,-3.47794,-113938.65727100288,-3.58956,477962559.98305297,496898604.3639722,500000000.0,0.138049,-95.33988,2024-12-02T00:30:23.587Z,0.00250635,156.67796,2025-04-18T16:30:30.839Z,,2025-05-05T00:57:52.393Z,ai
protokols,kol,ProtoKOLs,https://coin-images.coingecko.com/coins/images/50923/large/PFP.png?1737611114,0.289943,2899432.0,2380.0,2899432.0,7879.37,0.31995,0.288292,-0.027271629671511366,-8.59721,-262658.5642101951,-8.30648,10000000.0,10000000.0,10000000.0,2.74,-89.42878,2024-12-16T23:12:20.231Z,0.107756,168.72445,2025-04-09T01:30:26.748Z,,2025-05-05T00:56:21.733Z,ai
tri-sigma,trisig,Tri Sigma,https://coin-images.coingecko.com/coins/images/51966/large/FaceAgent_Fully_Transparent-2.png?1732276843,0.00289271,2892485.0,2381.0,2892485.0,339466.0,0.00301285,0.00281113,1.461e-05,0.50773,14611.99,0.50774,999921269.031741,999921269.031741,1000000000.0,0.094154,-96.93095,2025-01-01T20:50:19.045Z,0.0001334,2066.17014,2024-11-27T05:33:30.209Z,,2025-05-05T00:57:25.489Z,ai
apescreener,apes,ApeScreener,https://coin-images.coingecko.com/coins/images/38822/large/200_200.jpg?1719101017,0.02886907,2886977.0,2383.0,2886977.0,6135.34,0.03121988,0.02870512,-0.00200476376891438,-6.49341,-200584.5992860198,-6.49654,100000000.0,100000000.0,100000000.0,0.167266,-82.76269,2024-12-07T12:52:04.456Z,0.00165652,1640.52239,2024-07-05T08:24:02.442Z,,2025-05-05T00:58:22.187Z,ai
libertai,ltai,LibertAI,https://coin-images.coingecko.com/coins/images/39288/large/LibertAI_FavIcon_Secondary.png?1721589002,0.179823,2879134.0,2385.0,3993406.0,18.12,0.181498,0.179118,-0.00077378592253588,-0.42846,-17196.74061924778,-0.59374,16010937.074422615,22207434.29627625,60000000.0,0.807171,-77.72182,2024-07-23T14:53:40.255Z,0.127452,41.09123,2025-04-07T07:05:02.413Z,,2025-05-04T17:05:13.719Z,ai
ta-da,tada,Ta-da,https://coin-images.coingecko.com/coins/images/35180/large/img-linkedin-companyavatar_copie.jpg?1707796022,0.00420161,2791794.0,2418.0,4201441.0,101217.0,0.00430044,0.00420084,-9.7617754909801e-05,-2.27059,-64983.7339129271,-2.27472,664484910.0,1000000000.0,1000000000.0,0.489888,-99.14237,2024-02-22T08:31:44.342Z,0.00347194,21.01083,2025-04-22T21:06:20.094Z,,2025-05-05T00:57:06.291Z,ai
sui-agents,suiai,SUI Agents,https://coin-images.coingecko.com/coins/images/52545/large/200x200.jpg?1733588339,0.04092917,2733475.0,2443.0,2733475.0,66296.0,0.04474772,0.04025329,-0.003736280237637675,-8.36503,-249568.37627253495,-8.36623,66785500.0,66785500.0,66785500.0,0.375199,-89.11287,2024-12-12T17:21:46.618Z,0.01450657,181.58548,2025-03-26T08:20:38.039Z,,2025-05-05T00:57:47.504Z,ai
